Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalPrice,Date,Month,Year,YearMonth,Day
527492,21238,RED RETROSPOT CUP,2,2010-10-18 11:57:00,0.85,16395.0,United Kingdom,1.7,2010-10-18,10,2010,2010-10,Monday
573777,22555,PLASTERS IN TIN STRONGMAN,12,2011-11-01 10:49:00,1.65,13726.0,United Kingdom,19.8,2011-11-01,11,2011,2011-11,Tuesday
500105,84910A,PINK PAISLEY CUSHION COVER ,1,2010-03-04 12:39:00,5.95,17287.0,United Kingdom,5.95,2010-03-04,3,2010,2010-03,Thursday
555116,37448,CERAMIC CAKE DESIGN SPOTTED MUG,10,2011-05-31 15:16:00,1.49,16919.0,United Kingdom,14.9,2011-05-31,5,2011,2011-05,Tuesday
578292,22425,ENAMEL COLANDER CREAM,1,2011-11-23 14:35:00,4.95,13174.0,United Kingdom,4.95,2011-11-23,11,2011,2011-11,Wednesday
494779,22133,PINK LOVE HEART SHAPE CUP,2,2010-01-18 12:55:00,0.85,18041.0,United Kingdom,1.7,2010-01-18,1,2010,2010-01,Monday
524018,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2010-09-27 10:23:00,0.85,14911.0,EIRE,10.2,2010-09-27,9,2010,2010-09,Monday
569590,22138,BAKING SET 9 PIECE RETROSPOT ,12,2011-10-05 11:25:00,4.95,13949.0,United Kingdom,59.400000000000006,2011-10-05,10,2011,2011-10,Wednesday
533592,21818,GLITTER CHRISTMAS HEART ,10,2010-11-18 12:08:00,0.85,14446.0,United Kingdom,8.5,2010-11-18,11,2010,2010-11,Thursday
508825,21246,RED SPOTTY BIG BOWL,4,2010-05-18 13:36:00,4.95,17043.0,United Kingdom,19.8,2010-05-18,5,2010,2010-05,Tuesday
577554,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,3,2011-11-20 15:35:00,2.55,15533.0,United Kingdom,7.649999999999999,2011-11-20,11,2011,2011-11,Sunday
561113,22327,ROUND SNACK BOXES SET OF 4 SKULLS,7,2011-07-25 12:09:00,2.95,17841.0,United Kingdom,20.65,2011-07-25,7,2011,2011-07,Monday
509610,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-05-25 08:44:00,1.95,16592.0,United Kingdom,23.4,2010-05-25,5,2010,2010-05,Tuesday
519894,22029,SPACEBOY BIRTHDAY CARD,12,2010-08-22 13:07:00,0.42,12877.0,United Kingdom,5.04,2010-08-22,8,2010,2010-08,Sunday
561036,23296,SET OF 6 TEA TIME BAKING CASES,4,2011-07-24 11:54:00,1.25,13137.0,United Kingdom,5.0,2011-07-24,7,2011,2011-07,Sunday
532057,21624,VINTAGE UNION JACK DOORSTOP,1,2010-11-10 14:32:00,5.95,15028.0,United Kingdom,5.95,2010-11-10,11,2010,2010-11,Wednesday
503591,22386,JUMBO BAG PINK WITH WHITE SPOTS,100,2010-04-01 18:48:00,1.65,17669.0,United Kingdom,165.0,2010-04-01,4,2010,2010-04,Thursday
520080,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-08-24 10:18:00,1.25,13123.0,United Kingdom,15.0,2010-08-24,8,2010,2010-08,Tuesday
577520,21900,"KEY FOB , SHED",2,2011-11-20 13:20:00,0.65,14553.0,United Kingdom,1.3,2011-11-20,11,2011,2011-11,Sunday
552949,22955,36 FOIL STAR CAKE CASES ,2,2011-05-12 12:01:00,2.1,16033.0,United Kingdom,4.2,2011-05-12,5,2011,2011-05,Thursday
519612,22419,LIPSTICK PEN RED,2,2010-08-18 17:41:00,0.42,15154.0,United Kingdom,0.84,2010-08-18,8,2010,2010-08,Wednesday
505287,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,2010-04-21 11:48:00,0.85,16472.0,United Kingdom,10.2,2010-04-21,4,2010,2010-04,Wednesday
511074,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1,2010-06-06 13:45:00,2.1,18137.0,United Kingdom,2.1,2010-06-06,6,2010,2010-06,Sunday
543355,21654,RIDGED GLASS FINGER BOWL,1,2011-02-07 13:50:00,1.45,16033.0,United Kingdom,1.45,2011-02-07,2,2011,2011-02,Monday
580119,23576,SNACK TRAY RED VINTAGE DOILY,1,2011-12-01 16:37:00,1.95,17920.0,United Kingdom,1.95,2011-12-01,12,2011,2011-12,Thursday
552825,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-05-11 13:18:00,2.55,15296.0,United Kingdom,15.3,2011-05-11,5,2011,2011-05,Wednesday
563362,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-08-15 16:13:00,0.55,15114.0,United Kingdom,13.2,2011-08-15,8,2011,2011-08,Monday
547417,85159A,"BLACK TEA,COFFEE,SUGAR JARS",12,2011-03-23 10:25:00,1.95,13239.0,United Kingdom,23.4,2011-03-23,3,2011,2011-03,Wednesday
573123,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-10-27 16:23:00,4.25,13654.0,United Kingdom,17.0,2011-10-27,10,2011,2011-10,Thursday
542647,22857,ASSORTED EASTER GIFT TAGS,12,2011-01-31 11:46:00,0.85,18245.0,United Kingdom,10.2,2011-01-31,1,2011,2011-01,Monday
528276,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-10-21 11:56:00,2.1,16992.0,United Kingdom,25.200000000000003,2010-10-21,10,2010,2010-10,Thursday
509974,85172,HYACINTH BULB T-LIGHT CANDLES,16,2010-05-26 13:38:00,0.42,14938.0,Channel Islands,6.72,2010-05-26,5,2010,2010-05,Wednesday
579168,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-11-28 14:12:00,0.65,17806.0,United Kingdom,7.800000000000001,2011-11-28,11,2011,2011-11,Monday
514516,22444,GROW YOUR OWN PLANT IN A CAN ,24,2010-07-04 14:27:00,1.25,17406.0,United Kingdom,30.0,2010-07-04,7,2010,2010-07,Sunday
563429,23202,JUMBO BAG VINTAGE LEAF,10,2011-08-16 11:48:00,2.08,13999.0,United Kingdom,20.8,2011-08-16,8,2011,2011-08,Tuesday
534501,22182,CAKE STAND VICTORIAN FILIGREE SMALL,2,2010-11-23 11:26:00,4.95,18055.0,United Kingdom,9.9,2010-11-23,11,2010,2010-11,Tuesday
566277,23313,VINTAGE CHRISTMAS BUNTING,10,2011-09-11 14:01:00,4.95,16796.0,United Kingdom,49.5,2011-09-11,9,2011,2011-09,Sunday
504320,75049L,LARGE CIRCULAR MIRROR MOBILE,12,2010-04-12 14:53:00,1.25,14905.0,United Kingdom,15.0,2010-04-12,4,2010,2010-04,Monday
504711,21544,SKULLS  WATER TRANSFER TATTOOS ,12,2010-04-16 09:57:00,0.85,12778.0,Netherlands,10.2,2010-04-16,4,2010,2010-04,Friday
555284,23210,WHITE ROCKING HORSE HAND PAINTED,24,2011-06-02 09:37:00,1.04,14298.0,United Kingdom,24.96,2011-06-02,6,2011,2011-06,Thursday
569653,22212,FOUR HOOK  WHITE LOVEBIRDS,24,2011-10-05 12:52:00,2.1,12451.0,Switzerland,50.400000000000006,2011-10-05,10,2011,2011-10,Wednesday
490717,21041,RED SPOTTY OVEN GLOVE DOUBLE,2,2009-12-07 15:28:00,2.95,17364.0,United Kingdom,5.9,2009-12-07,12,2009,2009-12,Monday
565329,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1,2011-09-02 13:54:00,0.19,14606.0,United Kingdom,0.19,2011-09-02,9,2011,2011-09,Friday
571441,85014B,RED RETROSPOT UMBRELLA,3,2011-10-17 13:31:00,12.46,14096.0,United Kingdom,37.38,2011-10-17,10,2011,2011-10,Monday
512071,47570B,TEA TIME TABLE CLOTH,2,2010-06-13 11:36:00,10.65,13736.0,United Kingdom,21.3,2010-06-13,6,2010,2010-06,Sunday
524944,22862,LOVE HEART NAPKIN BOX ,4,2010-10-01 12:24:00,4.25,15276.0,United Kingdom,17.0,2010-10-01,10,2010,2010-10,Friday
578084,22600,CHRISTMAS RETROSPOT STAR WOOD,12,2011-11-22 16:34:00,0.85,12465.0,Belgium,10.2,2011-11-22,11,2011,2011-11,Tuesday
553739,47566,PARTY BUNTING,8,2011-05-19 09:23:00,4.95,14895.0,United Kingdom,39.6,2011-05-19,5,2011,2011-05,Thursday
557057,21530,DAIRY MAID TOASTRACK,36,2011-06-16 14:46:00,0.79,16843.0,United Kingdom,28.44,2011-06-16,6,2011,2011-06,Thursday
496313,21099,SET/6 STRAWBERRY PAPER CUPS,2,2010-01-31 12:15:00,0.65,15013.0,United Kingdom,1.3,2010-01-31,1,2010,2010-01,Sunday
574479,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-11-04 12:39:00,1.25,18035.0,United Kingdom,1.25,2011-11-04,11,2011,2011-11,Friday
516371,21556,CERAMIC STRAWBERRY MONEY BOX,1,2010-07-20 10:54:00,2.55,15002.0,United Kingdom,2.55,2010-07-20,7,2010,2010-07,Tuesday
490817,85032C,CURIOUS IMAGES GIFT WRAP SET,1,2009-12-08 12:33:00,2.1,15311.0,United Kingdom,2.1,2009-12-08,12,2009,2009-12,Tuesday
498886,20979,36 PENCILS TUBE RED SPOTTY,1,2010-02-23 13:03:00,1.25,15295.0,United Kingdom,1.25,2010-02-23,2,2010,2010-02,Tuesday
571270,22696,WICKER WREATH LARGE,2,2011-10-16 12:09:00,1.95,12940.0,United Kingdom,3.9,2011-10-16,10,2011,2011-10,Sunday
548952,22249,DECORATION WHITE CHICK MAGIC GARDEN,4,2011-04-05 10:46:00,0.85,15572.0,United Kingdom,3.4,2011-04-05,4,2011,2011-04,Tuesday
546423,22359,GLASS JAR KINGS CHOICE,2,2011-03-13 12:39:00,2.95,14502.0,United Kingdom,5.9,2011-03-13,3,2011,2011-03,Sunday
509396,22563,HAPPY STENCIL CRAFT,24,2010-05-23 11:02:00,1.25,13330.0,United Kingdom,30.0,2010-05-23,5,2010,2010-05,Sunday
511269,90122A,PINK CRYSTAL+GLASS BRACELET,1,2010-06-07 13:02:00,4.95,16984.0,United Kingdom,4.95,2010-06-07,6,2010,2010-06,Monday
565248,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-09-02 10:34:00,2.08,15860.0,United Kingdom,2.08,2011-09-02,9,2011,2011-09,Friday
558473,22219,LOVEBIRD HANGING DECORATION WHITE ,120,2011-06-29 15:41:00,0.85,16553.0,United Kingdom,102.0,2011-06-29,6,2011,2011-06,Wednesday
489814,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2009-12-02 13:06:00,1.45,14669.0,United Kingdom,2.9,2009-12-02,12,2009,2009-12,Wednesday
556070,22998,TRAVEL CARD WALLET KEEP CALM,48,2011-06-08 14:51:00,0.42,17873.0,United Kingdom,20.16,2011-06-08,6,2011,2011-06,Wednesday
552950,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3,2011-05-12 12:01:00,4.95,16116.0,United Kingdom,14.85,2011-05-12,5,2011,2011-05,Thursday
532680,20765,CHRYSANTHEMUM SKETCHBOOK ,1,2010-11-14 12:31:00,3.75,15547.0,United Kingdom,3.75,2010-11-14,11,2010,2010-11,Sunday
563697,23322,LARGE WHITE HEART OF WICKER,2,2011-08-18 13:44:00,2.95,16813.0,United Kingdom,5.9,2011-08-18,8,2011,2011-08,Thursday
579672,85049A,TRADITIONAL CHRISTMAS RIBBONS,48,2011-11-30 12:41:00,1.25,14005.0,United Kingdom,60.0,2011-11-30,11,2011,2011-11,Wednesday
497740,21239,PINK  SPOTTY CUP,8,2010-02-12 10:26:00,0.85,13815.0,Germany,6.8,2010-02-12,2,2010,2010-02,Friday
568916,23332,IVORY WICKER HEART LARGE,12,2011-09-29 14:08:00,1.65,15452.0,United Kingdom,19.8,2011-09-29,9,2011,2011-09,Thursday
574249,21704,BAG 250g SWIRLY MARBLES,2,2011-11-03 13:01:00,0.85,16347.0,United Kingdom,1.7,2011-11-03,11,2011,2011-11,Thursday
534686,22785,SQUARECUSHION COVER PINK UNION FLAG,4,2010-11-23 15:05:00,6.75,13181.0,United Kingdom,27.0,2010-11-23,11,2010,2010-11,Tuesday
578995,23208,LUNCH BAG VINTAGE LEAF DESIGN,5,2011-11-27 15:59:00,1.65,15861.0,United Kingdom,8.25,2011-11-27,11,2011,2011-11,Sunday
581494,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-12-09 10:13:00,2.95,12518.0,Germany,17.700000000000003,2011-12-09,12,2011,2011-12,Friday
513616,22480,RED TEA TOWEL CLASSIC DESIGN,2,2010-06-27 12:27:00,1.25,16059.0,United Kingdom,2.5,2010-06-27,6,2010,2010-06,Sunday
572874,23295,SET OF 12 MINI LOAF BAKING CASES,24,2011-10-26 13:28:00,0.83,13408.0,United Kingdom,19.92,2011-10-26,10,2011,2011-10,Wednesday
515687,82552,WASHROOM METAL SIGN,2,2010-07-14 12:05:00,1.25,14896.0,United Kingdom,2.5,2010-07-14,7,2010,2010-07,Wednesday
545417,21930,JUMBO STORAGE BAG SKULLS,10,2011-03-02 13:42:00,1.95,15622.0,United Kingdom,19.5,2011-03-02,3,2011,2011-03,Wednesday
547729,22520,CHILDS GARDEN TROWEL BLUE ,3,2011-03-25 10:52:00,0.85,15529.0,United Kingdom,2.55,2011-03-25,3,2011,2011-03,Friday
497839,21980,PACK OF 12 RED SPOTTY TISSUES ,3,2010-02-12 15:24:00,0.29,17954.0,United Kingdom,0.8699999999999999,2010-02-12,2,2010,2010-02,Friday
494213,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2010-01-12 11:40:00,1.65,17945.0,United Kingdom,1.65,2010-01-12,1,2010,2010-01,Tuesday
569246,85053,FRENCH ENAMEL CANDLEHOLDER,1,2011-10-03 09:57:00,4.13,14096.0,United Kingdom,4.13,2011-10-03,10,2011,2011-10,Monday
574672,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,2011-11-06 12:25:00,1.45,13532.0,United Kingdom,1.45,2011-11-06,11,2011,2011-11,Sunday
550359,21925,UNION STRIPE CUSHION COVER ,2,2011-04-18 10:41:00,1.25,17841.0,United Kingdom,2.5,2011-04-18,4,2011,2011-04,Monday
572461,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,2011-10-24 12:56:00,0.42,17344.0,United Kingdom,0.42,2011-10-24,10,2011,2011-10,Monday
528633,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2010-10-24 11:25:00,2.95,13544.0,United Kingdom,2.95,2010-10-24,10,2010,2010-10,Sunday
530753,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,2010-11-04 11:56:00,1.25,12949.0,United Kingdom,30.0,2010-11-04,11,2010,2010-11,Thursday
533820,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,96,2010-11-19 09:34:00,1.06,13093.0,United Kingdom,101.76,2010-11-19,11,2010,2010-11,Friday
578922,22726,ALARM CLOCK BAKELIKE GREEN,2,2011-11-27 12:00:00,3.75,17236.0,United Kingdom,7.5,2011-11-27,11,2011,2011-11,Sunday
511556,77101A,UNION FLAG WINDSOCK,72,2010-06-09 10:02:00,1.06,17511.0,United Kingdom,76.32000000000001,2010-06-09,6,2010,2010-06,Wednesday
544467,22424,ENAMEL BREAD BIN CREAM,1,2011-02-20 15:51:00,12.75,14502.0,United Kingdom,12.75,2011-02-20,2,2011,2011-02,Sunday
529818,22493,PAINT YOUR OWN CANVAS SET,1,2010-10-31 11:22:00,1.65,14087.0,United Kingdom,1.65,2010-10-31,10,2010,2010-10,Sunday
514480,21126,SET OF 6 GIRLS CELEBRATION CANDLES,2,2010-07-02 14:15:00,1.25,16409.0,United Kingdom,2.5,2010-07-02,7,2010,2010-07,Friday
499020,21625,VINTAGE UNION JACK APRON,2,2010-02-24 12:19:00,6.95,14527.0,United Kingdom,13.9,2010-02-24,2,2010,2010-02,Wednesday
578522,23350,ROLL WRAP VINTAGE SPOT ,2,2011-11-24 14:09:00,1.25,17254.0,United Kingdom,2.5,2011-11-24,11,2011,2011-11,Thursday
536569,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2010-12-01 15:35:00,3.75,16274.0,United Kingdom,3.75,2010-12-01,12,2010,2010-12,Wednesday
491924,84582,PINK CROCHET CAT WITH SCARF,1,2009-12-14 15:31:00,4.25,17364.0,United Kingdom,4.25,2009-12-14,12,2009,2009-12,Monday
515329,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1,2010-07-11 13:34:00,3.75,17802.0,United Kingdom,3.75,2010-07-11,7,2010,2010-07,Sunday
542239,21166,COOK WITH WINE METAL SIGN ,1,2011-01-26 14:35:00,1.95,17786.0,United Kingdom,1.95,2011-01-26,1,2011,2011-01,Wednesday
508040,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2010-05-12 12:20:00,0.85,17508.0,Greece,20.4,2010-05-12,5,2010,2010-05,Wednesday
505464,22383,LUNCH BAG SUKI  DESIGN ,10,2010-04-22 11:52:00,1.65,13698.0,United Kingdom,16.5,2010-04-22,4,2010,2010-04,Thursday
491992,21485,RED SPOT HEART HOT WATER BOTTLE,3,2009-12-15 10:21:00,4.95,16158.0,United Kingdom,14.85,2009-12-15,12,2009,2009-12,Tuesday
525928,22130,PARTY CONE CHRISTMAS DECORATION ,30,2010-10-07 16:48:00,0.85,16072.0,United Kingdom,25.5,2010-10-07,10,2010,2010-10,Thursday
524945,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,10,2010-10-01 12:27:00,0.85,13566.0,United Kingdom,8.5,2010-10-01,10,2010,2010-10,Friday
534164,20728,LUNCH BAG CARS BLUE,1,2010-11-21 13:13:00,1.65,16241.0,United Kingdom,1.65,2010-11-21,11,2010,2010-11,Sunday
573150,23247,BISCUIT TIN 50'S CHRISTMAS,4,2011-10-27 20:07:00,2.89,15014.0,United Kingdom,11.56,2011-10-27,10,2011,2011-10,Thursday
576648,22382,LUNCH BAG SPACEBOY DESIGN ,30,2011-11-16 10:32:00,1.65,14057.0,United Kingdom,49.5,2011-11-16,11,2011,2011-11,Wednesday
532965,22629,SPACEBOY LUNCH BOX ,2,2010-11-15 12:50:00,1.95,15466.0,United Kingdom,3.9,2010-11-15,11,2010,2010-11,Monday
503784,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2010-04-07 12:09:00,0.42,14680.0,United Kingdom,50.4,2010-04-07,4,2010,2010-04,Wednesday
575846,22768,FAMILY PHOTO FRAME CORNICE,1,2011-11-11 12:07:00,9.95,17364.0,United Kingdom,9.95,2011-11-11,11,2011,2011-11,Friday
526286,84832,ZINC WILLIE WINKIE  CANDLE STICK,3,2010-10-11 11:53:00,0.85,14704.0,United Kingdom,2.55,2010-10-11,10,2010,2010-10,Monday
521570,84992,72 SWEETHEART FAIRY CAKE CASES,1,2010-09-07 11:43:00,0.55,15039.0,United Kingdom,0.55,2010-09-07,9,2010,2010-09,Tuesday
506976,21986,PACK OF 12 PINK SPOT TISSUES ,12,2010-05-05 12:55:00,0.29,18041.0,United Kingdom,3.4799999999999995,2010-05-05,5,2010,2010-05,Wednesday
555498,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-06-03 15:07:00,7.95,13885.0,United Kingdom,31.8,2011-06-03,6,2011,2011-06,Friday
523638,22199,FRYING PAN RED RETROSPOT,3,2010-09-23 12:01:00,4.25,13097.0,United Kingdom,12.75,2010-09-23,9,2010,2010-09,Thursday
575710,22424,ENAMEL BREAD BIN CREAM,1,2011-11-10 17:29:00,12.75,17901.0,United Kingdom,12.75,2011-11-10,11,2011,2011-11,Thursday
571193,23291,DOLLY GIRL CHILDRENS CUP,8,2011-10-14 11:56:00,1.25,15484.0,United Kingdom,10.0,2011-10-14,10,2011,2011-10,Friday
496339,85041,SET/4 PINK ORCHID CANDLES IN BOWL,2,2010-01-31 15:40:00,1.65,16655.0,United Kingdom,3.3,2010-01-31,1,2010,2010-01,Sunday
561045,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,2011-07-24 12:29:00,3.75,17522.0,United Kingdom,15.0,2011-07-24,7,2011,2011-07,Sunday
530413,21421,PORCELAIN ROSE LARGE ,144,2010-11-02 18:45:00,1.06,13089.0,United Kingdom,152.64,2010-11-02,11,2010,2010-11,Tuesday
508220,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,2010-05-13 15:21:00,1.95,18168.0,United Kingdom,5.85,2010-05-13,5,2010,2010-05,Thursday
572911,22592,CARDHOLDER HOLLY WREATH METAL,6,2011-10-26 16:03:00,3.75,16345.0,United Kingdom,22.5,2011-10-26,10,2011,2011-10,Wednesday
523510,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2010-09-22 12:24:00,0.55,17840.0,United Kingdom,0.55,2010-09-22,9,2010,2010-09,Wednesday
498717,21675,BUTTERFLIES STICKERS,6,2010-02-22 13:38:00,0.85,17259.0,United Kingdom,5.1,2010-02-22,2,2010,2010-02,Monday
493718,21484,CHICK GREY HOT WATER BOTTLE,4,2010-01-06 09:45:00,3.45,13267.0,United Kingdom,13.8,2010-01-06,1,2010,2010-01,Wednesday
562711,21671,RED SPOT CERAMIC DRAWER KNOB,2,2011-08-08 14:53:00,1.25,16788.0,United Kingdom,2.5,2011-08-08,8,2011,2011-08,Monday
541414,21361,LOVE LARGE WOOD LETTERS ,1,2011-01-17 16:14:00,12.75,18212.0,United Kingdom,12.75,2011-01-17,1,2011,2011-01,Monday
489564,90090,PINK CRYSTAL HEART PHONE CHARM,36,2009-12-01 13:13:00,0.85,13526.0,United Kingdom,30.6,2009-12-01,12,2009,2009-12,Tuesday
557639,23310,BUBBLEGUM RING ASSORTED,36,2011-06-21 16:13:00,0.42,12933.0,United Kingdom,15.12,2011-06-21,6,2011,2011-06,Tuesday
499502,22219,LOVEBIRD HANGING DECORATION WHITE ,2,2010-02-28 15:01:00,0.85,14044.0,United Kingdom,1.7,2010-02-28,2,2010,2010-02,Sunday
